,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Tags,A free copy of Mastering The Interview,Last Notable Activity
2787,Landing page submission,Direct traffic,Yes,No,1,4.0,1055,4.0,Sms sent,India,International business,Unemployed,Better career prospects,No,No,No,No,No,No,Busy,Yes,Sms sent
2788,Api,Google,No,No,0,4.0,105,4.0,Email opened,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Interested in other courses,No,Modified
2789,Landing page submission,Organic search,No,No,1,5.0,269,5.0,Sms sent,India,Media and advertising,Working professional,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Sms sent
2790,Landing page submission,Direct traffic,No,No,0,1.0,1538,1.0,Converted to lead,India,E-commerce,No Details,No Details,No,No,No,No,No,No,No Details,Yes,Modified
2791,Lead add form,Reference,No,No,1,0.0,0,0.0,Sms sent,No Details,Healthcare management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
2792,Api,Google,No,No,0,2.0,123,2.0,Converted to lead,India,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
2793,Api,Olark chat,No,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
2794,Api,Organic search,No,No,1,5.0,579,5.0,Sms sent,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
2795,Landing page submission,Google,No,No,0,4.0,257,2.0,Email opened,India,Marketing management,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Email opened
2796,Landing page submission,Organic search,No,No,0,7.0,481,2.33,Email opened,India,Business administration,Unemployed,Better career prospects,No,No,No,No,No,No,Opp hangup,Yes,Email opened
2797,Lead add form,Reference,No,No,1,0.0,0,0.0,Sms sent,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
2798,Api,Olark chat,No,No,1,0.0,0,0.0,Sms sent,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
2799,Landing page submission,Google,No,No,1,15.0,1053,5.0,Email opened,India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,No Details,Yes,Email opened
2800,Landing page submission,Google,No,No,0,4.0,326,4.0,Email opened,India,E-business,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
2801,Api,Olark chat,No,No,0,0.0,0,0.0,Email opened,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
2802,Api,Google,No,No,0,2.0,122,1.0,Email opened,India,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
2803,Landing page submission,Google,No,No,1,4.0,244,4.0,Email opened,India,Finance management,Unemployed,Better career prospects,No,No,No,No,No,No,Busy,No,Email opened
2804,Lead add form,Reference,No,No,1,0.0,0,0.0,Sms sent,No Details,Finance management,Working professional,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
2805,Landing page submission,Google,No,No,0,4.0,59,4.0,Page visited on website,India,Marketing management,No Details,No Details,No,No,No,No,No,No,No Details,No,Page visited on website
2806,Lead add form,Reference,No,No,1,0.0,0,0.0,Sms sent,No Details,Operations management,Working professional,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
2807,Api,Google,No,No,1,7.0,958,1.75,Page visited on website,India,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Page visited on website
2808,Api,Olark chat,No,No,0,0.0,0,0.0,Email opened,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
2809,Landing page submission,Google,No,No,1,3.0,1357,3.0,Email opened,India,Finance management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Email opened
2810,Landing page submission,Google,No,No,0,4.0,428,4.0,Email opened,India,"Banking, investment and insurance",No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
2811,Landing page submission,Referral sites,No,No,0,3.0,132,3.0,Email opened,Outside India,Travel and tourism,No Details,No Details,No,No,No,No,No,No,No Details,Yes,Email opened
2812,Landing page submission,Direct traffic,No,No,0,7.0,1720,2.33,Sms sent,India,"Banking, investment and insurance",Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Modified
2813,Api,Olark chat,No,No,0,0.0,0,0.0,Email bounced,No Details,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Interested in other courses,No,Modified
2814,Landing page submission,Direct traffic,No,No,1,3.0,248,1.5,Email opened,India,International business,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,Yes,Email opened
2815,Api,Olark chat,Yes,No,0,12.0,935,4.0,Page visited on website,India,Business administration,Unemployed,Better career prospects,No,No,No,No,No,No,Diploma holder (not eligible),Yes,Page visited on website
2816,Landing page submission,Google,No,No,0,5.0,161,5.0,Email opened,India,Operations management,Unemployed,Better career prospects,No,No,No,No,No,No,Switched off,No,Email opened
2817,Landing page submission,Google,No,No,0,2.0,1095,2.0,Email opened,India,Human resource management,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
2818,Api,Google,No,No,0,2.0,465,2.0,Olark chat conversation,India,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
2819,Landing page submission,Direct traffic,No,No,1,6.0,920,2.0,Page visited on website,India,Operations management,Unemployed,Better career prospects,No,No,No,No,No,No,Busy,Yes,Page visited on website
2820,Landing page submission,Organic search,No,No,1,3.0,191,3.0,Sms sent,India,Travel and tourism,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Sms sent
2821,Landing page submission,Direct traffic,No,No,0,6.0,94,2.0,Email opened,India,Finance management,Unemployed,Better career prospects,Yes,No,No,No,No,Yes,Ringing,Yes,Email opened
2822,Api,Olark chat,No,No,0,0.0,0,0.0,Olark chat conversation,No Details,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
2823,Landing page submission,Google,No,No,0,5.0,15,5.0,Email link clicked,India,"Banking, investment and insurance",No Details,No Details,No,No,No,No,No,No,No Details,Yes,Email link clicked
2824,Landing page submission,Direct traffic,No,No,0,5.0,6,5.0,Page visited on website,India,Operations management,No Details,No Details,No,No,No,No,No,No,No Details,Yes,Modified
2825,Landing page submission,Direct traffic,No,No,0,15.0,69,3.0,Form submitted on website,India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Interested  in full time mba,No,Modified
2826,Landing page submission,Direct traffic,No,No,1,7.0,1273,7.0,Sms sent,India,Marketing management,Unemployed,Better career prospects,No,No,No,No,No,No,Busy,Yes,Sms sent
2827,Api,Google,No,No,1,2.0,70,2.0,Sms sent,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
2828,Landing page submission,Google,No,No,1,5.0,676,5.0,Sms sent,India,Finance management,Student,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
2829,Api,Google,No,No,0,1.0,192,1.0,Converted to lead,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Interested in other courses,No,Modified
2830,Landing page submission,Google,No,No,0,9.0,890,9.0,Sms sent,India,"Banking, investment and insurance",Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Modified
2831,Landing page submission,Direct traffic,No,No,0,4.0,365,4.0,Email opened,India,"Banking, investment and insurance",No Details,No Details,No,No,No,No,No,No,No Details,Yes,Email opened
2832,Landing page submission,Google,No,No,0,4.0,444,4.0,Email opened,India,Marketing management,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
2833,Landing page submission,Google,No,No,0,6.0,789,6.0,Email opened,India,Business administration,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Email opened
2834,Api,Google,No,No,0,5.0,644,5.0,Email opened,India,It projects management,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
2835,Api,Google,No,No,1,3.0,1516,3.0,Sms sent,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
2836,Landing page submission,Google,No,No,1,5.0,129,2.5,Form submitted on website,India,Marketing management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Modified
2837,Landing page submission,Google,No,No,1,5.0,251,5.0,Sms sent,India,Finance management,Working professional,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
2838,Landing page submission,Google,No,No,0,4.0,182,4.0,Unreachable,India,Finance management,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Modified
2839,Landing page submission,Direct traffic,Yes,No,0,5.0,215,5.0,Page visited on website,India,It projects management,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
2840,Landing page submission,Google,No,No,0,3.0,26,3.0,Page visited on website,India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Switched off,No,Modified
2841,Api,Google,No,No,1,5.0,921,5.0,Sms sent,India,Human resource management,Working professional,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Modified
2842,Landing page submission,Direct traffic,No,No,0,6.0,52,2.0,Email opened,India,International business,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,Yes,Email opened
2843,Landing page submission,Google,No,No,0,8.0,242,1.6,Form submitted on website,India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Modified
2844,Landing page submission,Direct traffic,No,No,1,4.0,1655,1.33,Sms sent,India,Business administration,Working professional,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Sms sent
2845,Api,Google,Yes,No,0,1.0,255,1.0,Email bounced,India,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
2846,Landing page submission,Google,No,No,0,5.0,637,2.5,Email opened,India,It projects management,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
2847,Landing page submission,Google,No,No,0,5.0,104,5.0,Email opened,India,International business,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
2848,Landing page submission,Google,No,No,0,2.0,93,2.0,Form submitted on website,India,E-business,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,Yes,Modified
2849,Api,Google,No,No,0,2.0,41,2.0,Olark chat conversation,India,No Details,No Details,No Details,No,No,No,No,No,No,Interested in other courses,No,Modified
2850,Landing page submission,Direct traffic,No,No,0,4.0,20,4.0,Email opened,India,Supply chain management,Unemployed,Better career prospects,No,No,No,No,No,No,Interested in other courses,Yes,Modified
2851,Landing page submission,Google,No,No,1,3.0,797,3.0,Email opened,India,Marketing management,Unemployed,Better career prospects,No,No,No,No,No,No,In touch with eins,No,Modified
2852,Landing page submission,Organic search,No,No,1,7.0,1074,3.5,Sms sent,India,Operations management,Working professional,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Sms sent
2853,Landing page submission,Direct traffic,No,No,1,6.0,958,6.0,Sms sent,India,"Banking, investment and insurance",Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Sms sent
2854,Landing page submission,Google,No,No,1,4.0,906,4.0,Sms sent,India,Marketing management,Working professional,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
2855,Landing page submission,Organic search,No,No,0,3.0,166,3.0,Converted to lead,India,Retail management,Unemployed,Better career prospects,No,No,No,No,No,No,Busy,No,Modified
2856,Api,Olark chat,No,No,1,6.0,781,2.0,Email opened,India,Operations management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,Yes,Email opened
2857,Api,Google,No,No,1,4.0,343,4.0,Email opened,India,Human resource management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Email opened
2858,Landing page submission,Google,Yes,No,0,4.0,231,4.0,Sms sent,India,Finance management,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
2859,Landing page submission,Google,Yes,No,0,2.0,1017,2.0,Email bounced,India,It projects management,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Modified
2860,Api,Olark chat,No,No,0,4.0,1723,4.0,Email opened,India,"Banking, investment and insurance",Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,No,Email opened
2861,Landing page submission,Organic search,No,No,0,29.0,209,2.9,Page visited on website,India,Media and advertising,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,Yes,Modified
2862,Landing page submission,Google,No,No,0,6.0,250,6.0,Email opened,India,It projects management,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
2863,Landing page submission,Organic search,No,No,0,3.0,24,3.0,Converted to lead,India,Supply chain management,Student,Better career prospects,No,No,No,No,No,No,Already a student,Yes,Modified
2864,Landing page submission,Direct traffic,No,No,0,2.0,403,2.0,Email opened,India,No Details,Working professional,Better career prospects,No,No,No,No,No,No,Already a student,No,Email opened
2865,Api,Google,No,No,0,10.0,16,5.0,Email opened,India,No Details,No Details,No Details,No,No,No,No,No,No,No Details,No,Email opened
2866,Landing page submission,Google,No,No,1,4.0,422,2.0,Sms sent,India,Retail management,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
2867,Landing page submission,Organic search,No,No,0,8.0,297,8.0,Email opened,India,Healthcare management,Unemployed,Better career prospects,No,No,No,No,No,No,Ringing,Yes,Email opened
2868,Api,Google,No,No,1,2.0,803,2.0,Sms sent,India,No Details,Unemployed,Better career prospects,No,No,No,No,No,No,Will revert after reading the email,No,Sms sent
2869,Landing page submission,Google,No,No,0,4.0,1437,4.0,Page visited on website,India,Human resource management,No Details,No Details,No,No,No,No,No,No,No Details,No,Modified
2870,Landing page submission,Google,No,No,1,5.0,1464,5.0,Sms sent,India,International business,Unemployed,Better career prospects,No,No,No,No,No,No,Busy,No,Sms sent
